bug_id,bug_type,component,environment,platform,operating_system,browser,reporter_role,module,status,affected_users,response_time_ms,error_code,business_impact_score,reproduction_rate,memory_usage_mb,cpu_usage_pct,lines_of_code,open_issues_count,fix_time_hours,num_comments,num_attachments,sprint_number,test_coverage_pct,reopen_count,num_linked_bugs,api_call_count,db_query_time_ms,is_regression,is_security_related,has_workaround,customer_reported,sla_breached,created_at,resolved_at,severity
BUG-055993,Deadlock,Notification,UAT,Android,Ubuntu20,Safari,DevOps,Core,Resolved,469,12292,112,64,46,916,97.4,46145,449,627,41,4,10,81.58,3,10,66,502,0,0,0,0,0,2022-06-19,2022-07-15,Critical
BUG-055994,SQLInjection,SearchEngine,Production,Web,iOS16,N/A,Product_Manager,ThirdParty,Resolved,2920,8178,363,70,72,2909,25.03,11024,405,651,25,6,20,43.2,1,10,302,310,1,0,1,0,0,2022-03-24,2022-04-20,Critical
BUG-055995,UIGlitch,FileStorage,Development,API,iOS16,Firefox,Client,Internal,Closed,776,1745,413,2,84,648,72.11,37142,158,195,29,7,44,4.15,3,1,978,1580,0,1,0,0,0,2022-08-10,2022-08-18,Low
BUG-055996,UIGlitch,API_Gateway,Staging,API,iOS16,N/A,Product_Manager,Plugin,Reopened,1680,9398,382,41,10,3007,22.77,32028,441,718,1,6,6,68.06,2,8,520,1798,0,0,1,0,0,2022-01-20,2022-02-18,High
BUG-055997,ConfigError,UserManagement,QA,iOS,Windows10,Safari,Client,Internal,Open,4185,755,245,64,40,2768,14.57,14162,364,506,2,7,6,12.11,5,8,327,233,1,0,0,0,0,2022-07-03,2022-07-24,Critical
BUG-055998,XSS,Scheduler,Development,Web,Android12,N/A,QA_Engineer,Core,Resolved,2604,5962,117,6,53,3887,12.98,39532,170,95,10,4,14,2.25,3,7,169,98,0,0,0,1,0,2023-09-24,2023-09-27,Medium
BUG-055999,SQLInjection,DataPipeline,UAT,Android,Windows10,Mobile_App,Product_Manager,Core,Resolved,4053,10359,231,9,85,1347,11.27,28897,42,9,49,0,20,18.19,1,7,757,2731,0,0,0,1,1,2023-04-02,2023-04-02,Critical
BUG-056000,IncorrectCalculation,Reporting,Development,Android,CentOS7,Safari,DevOps,Internal,Resolved,3401,14401,167,8,47,2256,65.06,8850,66,597,7,9,5,55.68,5,0,765,836,0,1,0,1,0,2022-09-04,2022-09-28,Medium
BUG-056001,NullPointerException,Analytics,Development,iOS,Windows11,Chrome,Product_Manager,ThirdParty,Resolved,4271,9807,425,65,58,2589,15.13,43969,234,386,3,1,10,87.13,3,4,630,2101,0,0,0,1,0,2023-07-26,2023-08-11,High
BUG-056002,XSS,Frontend,Production,iOS,Ubuntu20,Edge,End_User,Internal,Reopened,272,804,108,3,12,859,64.17,31314,406,707,40,2,42,30.15,3,8,480,2725,0,0,1,0,1,2021-09-08,2021-10-07,Medium
BUG-056003,NullPointerException,Reporting,Development,iOS,Android12,Chrome,DevOps,Core,Open,1412,7971,412,2,27,304,45.84,19653,57,58,4,7,31,82.24,3,6,620,1640,0,0,1,1,0,2023-11-05,2023-11-07,Low
BUG-056004,Deadlock,Notification,QA,Desktop,iOS16,Edge,Client,Integration,Resolved,1172,13457,545,62,66,4079,81.88,23777,34,688,8,9,23,8.8,4,2,490,738,0,0,1,1,0,2022-10-31,2022-11-28,Critical
BUG-056005,UncaughtException,Analytics,Staging,API,Windows10,Mobile_App,End_User,Integration,Closed,1453,325,236,22,27,3957,93.47,46572,474,562,17,3,12,82.55,3,10,330,1752,0,0,0,1,0,2022-12-28,2023-01-20,High
BUG-056006,LogicError,CacheLayer,QA,iOS,Android12,N/A,Client,Plugin,Open,247,8106,207,38,25,1905,61.22,36450,296,480,0,9,44,11.89,1,9,944,954,1,0,0,0,1,2023-01-20,2023-02-09,High
BUG-056007,NullPointerException,API_Gateway,QA,Desktop,Windows11,Firefox,QA_Engineer,ThirdParty,Resolved,1754,8209,459,36,81,2129,76.57,779,296,315,43,9,45,83.37,1,1,480,1674,1,0,0,0,0,2022-05-10,2022-05-23,High
BUG-056008,UIGlitch,SearchEngine,Development,Desktop,Windows10,N/A,Client,ThirdParty,Reopened,631,13244,592,11,3,1424,70.16,17953,106,504,15,7,17,40.47,4,10,726,2285,0,0,0,0,0,2021-05-27,2021-06-17,Low
BUG-056009,UIGlitch,Analytics,Development,API,macOS13,Edge,QA_Engineer,Core,Resolved,308,422,111,29,90,2681,76.78,3233,355,140,27,3,14,67.49,5,1,15,1355,0,0,0,1,1,2021-01-10,2021-01-15,Low
BUG-056010,NetworkTimeout,API_Gateway,Production,Desktop,macOS13,Mobile_App,Client,ThirdParty,Resolved,4043,2691,389,87,70,2060,66.31,40410,432,321,23,7,44,58.39,2,7,965,2889,0,1,0,1,0,2022-11-05,2022-11-18,Critical
BUG-056011,InfiniteLoop,Authentication,Production,Web,Windows11,Firefox,Developer,Integration,Closed,2661,10860,128,58,37,1333,44.93,13533,143,179,19,5,7,60.83,4,7,980,1842,0,0,1,1,1,2022-01-08,2022-01-15,Critical
BUG-056012,UIGlitch,Analytics,Staging,API,CentOS7,Mobile_App,Client,Core,Open,741,12405,433,50,47,2582,73.08,27923,129,208,3,2,17,12.89,2,7,96,646,1,1,0,0,0,2023-07-18,2023-07-26,High
BUG-056013,XSS,UserManagement,UAT,iOS,macOS13,Mobile_App,End_User,Core,Open,1595,9238,360,44,8,2401,19.03,32437,51,537,12,8,35,14.03,0,10,476,168,1,0,0,0,0,2023-12-11,2024-01-02,High
BUG-056014,Deadlock,Authentication,Staging,Desktop,iOS16,Firefox,DevOps,Integration,Closed,3870,1355,484,5,42,3338,16.6,40487,221,195,46,1,19,41.38,4,6,609,1917,0,0,1,0,1,2021-06-17,2021-06-25,Critical
BUG-056015,NullPointerException,CacheLayer,QA,API,iOS16,Chrome,Product_Manager,Core,Closed,4303,759,152,8,39,936,25.76,19676,431,490,25,2,42,37.32,0,10,985,2005,0,0,0,1,0,2023-07-06,2023-07-26,Medium
BUG-056016,InfiniteLoop,SearchEngine,Development,Android,macOS13,N/A,Developer,Plugin,Open,2769,188,246,9,77,1647,38.99,2103,373,429,18,8,42,32.7,1,4,791,2238,1,1,1,1,0,2021-04-11,2021-04-28,Medium
BUG-056017,FileNotFound,CacheLayer,QA,Desktop,CentOS7,Edge,Client,ThirdParty,Closed,109,5392,352,10,6,3215,28.51,43530,240,460,30,8,16,43.51,1,8,310,1855,0,1,0,1,1,2022-01-16,2022-02-04,Medium
BUG-056018,IncorrectCalculation,Scheduler,QA,Web,CentOS7,Mobile_App,QA_Engineer,Plugin,Resolved,3091,355,405,27,88,2641,45.67,35233,96,689,43,5,29,33.2,5,5,644,2945,0,0,0,1,0,2022-04-27,2022-05-25,High
BUG-056019,UIGlitch,Database,Development,Android,Windows11,Safari,Developer,Plugin,In_Progress,1031,690,230,3,27,3186,94.4,36667,61,94,49,7,43,72.27,4,6,445,2834,0,0,0,1,0,2022-10-08,2022-10-11,Low
BUG-056020,CrashOnLaunch,Authentication,Staging,iOS,macOS13,Edge,QA_Engineer,ThirdParty,Reopened,131,4012,144,5,16,1541,81.52,19092,340,296,43,1,39,93.64,3,0,191,1613,0,0,1,1,0,2021-07-08,2021-07-20,High
BUG-056021,IncorrectCalculation,Frontend,Development,Android,Ubuntu20,Firefox,QA_Engineer,ThirdParty,In_Progress,402,10189,394,4,23,813,14.86,9783,248,572,49,8,3,29.56,2,8,951,1349,0,1,0,1,0,2022-07-20,2022-08-12,Low
BUG-056022,InfiniteLoop,Scheduler,Development,Web,iOS16,N/A,Client,Plugin,Resolved,4369,6990,311,13,8,1417,5.23,2897,328,583,13,8,49,86.21,2,10,238,1483,1,0,0,0,0,2022-03-14,2022-04-07,High
BUG-056023,XSS,EmailService,Development,iOS,Windows10,N/A,Developer,Plugin,In_Progress,253,4312,307,14,59,852,31.03,8671,479,558,35,4,26,60.06,4,10,961,14,0,0,0,0,0,2021-03-19,2021-04-11,Low
BUG-056024,LogicError,UserManagement,Production,Web,macOS13,Chrome,DevOps,Integration,In_Progress,4892,4822,471,92,7,1668,98.45,41747,193,219,16,5,40,36.65,1,3,346,1412,1,0,1,1,1,2022-07-08,2022-07-17,Critical
BUG-056025,FileNotFound,Analytics,UAT,API,Android12,Mobile_App,QA_Engineer,Plugin,Open,79,7238,239,12,44,901,77.99,859,314,342,0,4,16,34.31,2,8,609,1178,0,0,0,0,1,2021-09-02,2021-09-16,Medium
BUG-056026,IncorrectCalculation,SearchEngine,Production,iOS,Ubuntu20,Firefox,DevOps,Internal,In_Progress,1243,4638,403,44,83,2312,65.99,35542,475,267,48,1,31,91.6,4,0,675,2343,1,0,1,1,0,2023-03-03,2023-03-14,Critical
BUG-056027,LogicError,Scheduler,Development,API,iOS16,Edge,Developer,Internal,Resolved,226,4502,451,12,15,3523,44.12,31211,75,672,1,7,23,84.15,3,8,464,1617,0,0,0,0,0,2022-03-08,2022-04-05,Low
BUG-056028,XSS,FileStorage,UAT,Android,Ubuntu20,Firefox,Client,Core,Open,3873,14583,105,8,11,4050,7.5,36763,304,404,29,4,29,14.01,3,8,285,1714,1,0,0,0,0,2022-08-23,2022-09-08,Medium
BUG-056029,NullPointerException,CacheLayer,Development,Web,iOS16,N/A,Product_Manager,Core,Open,1030,12855,416,14,12,3165,25.46,30598,259,425,12,8,27,36.12,4,2,483,2459,0,0,0,0,1,2023-05-06,2023-05-23,Medium
BUG-056030,IncorrectCalculation,Frontend,Development,Desktop,CentOS7,N/A,End_User,Plugin,Reopened,2372,1826,524,25,7,3676,44.56,37534,456,382,4,3,6,17.67,5,9,896,1274,0,0,0,0,0,2023-06-05,2023-06-20,Medium
BUG-056031,ConfigError,Payment,Development,API,Android12,Firefox,Product_Manager,Plugin,Resolved,1857,56,482,21,3,206,10.95,32317,478,336,27,5,13,28.54,4,5,322,2727,0,0,0,0,0,2021-12-29,2022-01-12,Medium
BUG-056032,XSS,SearchEngine,QA,Desktop,Ubuntu20,Firefox,Product_Manager,Integration,Closed,1305,325,578,7,36,3319,10.16,19727,493,564,28,6,45,8.98,3,7,312,1434,0,0,0,0,0,2023-05-09,2023-06-01,Low
BUG-056033,NullPointerException,Scheduler,Development,Android,Ubuntu20,Firefox,Client,Plugin,In_Progress,852,13257,452,4,15,3091,8.56,39345,154,566,16,9,4,86.35,5,5,66,2740,1,0,0,0,0,2022-09-10,2022-10-03,Low
BUG-056034,LogicError,FileStorage,Development,Android,Android12,Firefox,DevOps,Core,In_Progress,1178,4092,183,4,31,2554,77.94,5631,276,225,25,8,5,83.63,5,0,654,1217,0,0,0,0,1,2023-07-11,2023-07-20,Medium
BUG-056035,UncaughtException,EmailService,Development,Desktop,Windows10,N/A,Client,Core,Resolved,416,14485,148,9,45,2802,68.07,12342,222,376,31,8,22,25.75,0,0,344,1403,0,0,0,0,1,2022-01-16,2022-01-31,Medium
BUG-056036,XSS,Frontend,QA,API,Ubuntu20,Safari,Product_Manager,Plugin,Open,440,3792,371,14,34,2184,1.77,27705,487,424,38,10,41,71.73,0,9,340,2376,0,0,0,1,0,2021-12-13,2021-12-30,Low
BUG-056037,InfiniteLoop,EmailService,Development,Android,Ubuntu20,Firefox,End_User,Plugin,In_Progress,1920,366,443,44,83,2088,41.59,30326,93,477,4,3,24,90.62,4,10,158,1217,0,1,1,1,1,2021-09-08,2021-09-27,High
BUG-056038,FileNotFound,DataPipeline,Development,API,CentOS7,Mobile_App,DevOps,Integration,Open,4348,2124,239,19,20,2571,34.64,16995,424,343,18,7,12,77.78,1,1,394,1438,0,0,0,0,1,2023-04-18,2023-05-02,Medium
BUG-056039,APIFailure,CacheLayer,QA,API,Ubuntu20,Edge,End_User,Integration,Resolved,1,589,478,61,87,3525,65.7,14690,339,464,38,6,28,59.96,1,4,316,515,0,0,0,0,1,2022-04-30,2022-05-19,High
BUG-056040,UIGlitch,Reporting,QA,Desktop,macOS13,Firefox,End_User,Internal,Reopened,115,1030,560,4,61,1458,12.1,26210,297,653,3,8,22,6.25,1,9,973,168,1,1,0,0,0,2023-01-17,2023-02-13,Low
BUG-056041,UIGlitch,DataPipeline,Development,Web,macOS13,Mobile_App,QA_Engineer,ThirdParty,Open,731,4155,548,26,35,2550,96.23,8670,371,211,45,2,25,3.54,5,9,369,1695,0,0,0,0,1,2023-12-13,2023-12-21,Medium
BUG-056042,XSS,CacheLayer,Development,iOS,Windows11,Chrome,Client,ThirdParty,Reopened,105,4915,318,2,0,902,20.57,7176,78,714,2,3,50,68.5,3,10,619,405,1,0,1,0,0,2021-09-16,2021-10-15,Low
BUG-056043,UIGlitch,FileStorage,QA,iOS,iOS16,N/A,Client,Integration,Closed,2283,1506,465,5,28,2356,28.85,35522,379,195,27,2,19,16.62,5,4,403,532,1,0,0,0,0,2021-10-13,2021-10-21,Low
BUG-056044,MemoryLeak,Payment,Production,API,Windows10,Mobile_App,Developer,Core,Closed,697,12725,168,95,88,210,49.82,47909,299,259,24,7,44,49.05,0,10,192,2200,0,0,0,0,0,2022-11-27,2022-12-07,Critical
BUG-056045,NullPointerException,Reporting,Development,Android,Windows11,Chrome,Client,Integration,Closed,941,14120,252,8,14,4025,35.69,39790,287,322,22,2,44,56.66,1,2,711,744,0,0,0,0,0,2023-09-11,2023-09-24,Low
BUG-056046,UIGlitch,SearchEngine,Staging,Android,CentOS7,N/A,Developer,Integration,Resolved,2897,1289,409,6,9,3972,48.17,49907,147,704,44,9,45,81.65,2,1,999,2916,0,0,1,0,0,2022-06-19,2022-07-18,Medium
BUG-056047,LogicError,UserManagement,Development,Android,iOS16,Edge,DevOps,Integration,Open,1124,3821,304,25,60,3784,83.88,23714,466,506,16,1,3,12.84,4,6,795,484,0,0,1,0,1,2021-10-20,2021-11-10,Medium
BUG-056048,IncorrectCalculation,Analytics,Development,iOS,CentOS7,Edge,End_User,Integration,Reopened,1625,14253,454,33,2,3783,17.44,4264,266,177,24,10,35,12.75,2,1,488,1853,0,0,0,0,0,2022-06-01,2022-06-08,Medium
BUG-056049,Deadlock,Authentication,Production,Web,iOS16,Firefox,Client,Integration,Reopened,1605,5087,476,34,49,3224,7.3,44389,70,161,10,9,10,35.2,1,3,206,552,1,0,1,0,0,2023-07-29,2023-08-04,Critical
BUG-056050,Deadlock,Scheduler,QA,Web,Windows10,Safari,Developer,Core,Open,985,13902,419,24,90,2030,12.63,23315,62,538,8,1,1,35.87,5,0,665,1390,1,0,0,1,1,2021-03-22,2021-04-13,Critical
BUG-056051,XSS,Frontend,Production,Android,Windows10,Firefox,Developer,Plugin,Reopened,1651,7431,354,14,65,2916,75.76,6649,461,438,10,5,20,58.34,3,6,826,788,0,0,1,0,1,2021-05-22,2021-06-09,Critical
BUG-056052,APIFailure,FileStorage,Development,iOS,iOS16,N/A,End_User,Plugin,Closed,4156,6332,156,95,63,1000,51.12,5257,266,26,41,4,4,7.1,0,8,502,2743,0,0,0,1,1,2023-06-16,2023-06-17,Critical
BUG-056053,XSS,CacheLayer,QA,Desktop,Android12,Safari,Product_Manager,Integration,Closed,107,4457,327,4,33,2977,80.0,48685,176,113,20,0,2,96.06,2,10,152,2622,1,0,0,0,1,2021-09-13,2021-09-17,Low
BUG-056054,XSS,API_Gateway,Staging,Web,Windows10,Edge,End_User,ThirdParty,Resolved,76,9640,224,29,77,244,5.95,7436,381,395,5,5,29,67.45,5,2,222,867,0,0,1,1,1,2021-10-18,2021-11-03,High
BUG-056055,NullPointerException,CacheLayer,Development,iOS,iOS16,Edge,QA_Engineer,Internal,Resolved,2975,5954,193,1,19,1820,45.85,10063,437,223,47,4,24,39.88,2,8,204,2153,0,0,1,0,0,2022-06-08,2022-06-17,Medium
BUG-056056,FileNotFound,Authentication,UAT,API,Ubuntu20,Edge,End_User,Plugin,In_Progress,416,7578,154,29,81,2420,91.79,42565,64,467,3,9,50,87.01,0,7,445,2990,1,1,1,0,0,2023-04-24,2023-05-13,Critical
BUG-056057,XSS,FileStorage,QA,Android,Windows10,Safari,End_User,Core,Open,970,8631,304,2,8,2542,61.92,5991,237,141,19,8,12,97.1,1,0,708,75,1,0,1,1,0,2023-10-10,2023-10-15,Low
BUG-056058,UIGlitch,SearchEngine,Development,iOS,Ubuntu20,Firefox,Developer,Core,Closed,4332,10075,566,2,5,3706,28.62,47300,242,314,44,2,39,76.44,5,10,352,1409,0,0,0,0,0,2023-04-09,2023-04-22,Medium
BUG-056059,UIGlitch,Reporting,Development,Desktop,Windows11,Safari,Developer,Integration,Open,2943,13109,392,64,90,1897,75.37,28203,172,711,24,6,30,70.55,5,6,290,1129,1,0,1,0,1,2021-04-18,2021-05-17,High
BUG-056060,AuthBypass,SearchEngine,QA,API,Ubuntu20,N/A,Developer,Integration,Open,328,8407,371,40,44,3710,86.96,34307,344,55,33,3,17,83.65,0,10,29,1683,0,0,0,0,0,2021-05-08,2021-05-10,High
BUG-056061,RaceCondition,Payment,QA,iOS,Ubuntu20,Mobile_App,DevOps,Plugin,Open,1462,1453,493,66,80,3437,84.95,9525,477,296,33,9,49,87.92,2,3,454,2334,0,0,0,1,0,2022-12-17,2022-12-29,Critical
BUG-056062,FileNotFound,Notification,Staging,Desktop,macOS13,Mobile_App,Client,Integration,Reopened,3287,139,206,7,11,1359,78.24,36838,48,671,17,8,46,2.45,2,2,753,1434,0,0,0,0,0,2022-08-24,2022-09-20,Medium
BUG-056063,NullPointerException,Notification,Staging,iOS,macOS13,Mobile_App,Product_Manager,Internal,Open,974,8659,392,4,39,3998,45.26,38134,71,189,33,9,45,32.29,0,5,804,1422,0,1,0,0,0,2021-11-21,2021-11-28,Medium
BUG-056064,UIGlitch,Notification,Development,API,Android12,N/A,DevOps,Plugin,Resolved,2082,859,585,13,38,242,99.03,26383,475,665,9,7,39,90.81,3,5,323,2379,0,0,1,0,1,2022-07-12,2022-08-08,Low
BUG-056065,XSS,CacheLayer,Development,iOS,iOS16,Firefox,Product_Manager,Integration,In_Progress,2317,10185,211,16,41,2214,92.16,42822,489,534,31,8,17,16.7,2,1,980,1312,0,1,0,1,0,2023-04-29,2023-05-21,Medium
BUG-056066,RaceCondition,Reporting,UAT,Desktop,Windows10,Safari,QA_Engineer,ThirdParty,Resolved,4198,7396,346,65,24,2660,12.76,5204,19,105,17,1,2,31.94,5,0,251,2332,1,0,0,0,0,2023-01-05,2023-01-09,Critical
BUG-056067,UncaughtException,CacheLayer,QA,Android,CentOS7,Firefox,QA_Engineer,Core,Resolved,1961,11713,407,14,57,1097,28.26,31321,45,438,6,5,36,68.94,4,1,384,1905,0,0,0,0,0,2023-01-10,2023-01-28,High
BUG-056068,NullPointerException,Notification,Development,Android,Ubuntu20,Mobile_App,DevOps,ThirdParty,Closed,2318,8390,252,8,4,946,79.37,2311,419,299,41,4,47,44.75,2,0,576,233,1,1,1,0,0,2022-07-24,2022-08-05,Low
BUG-056069,CrashOnLaunch,Payment,Staging,iOS,iOS16,N/A,Developer,ThirdParty,Reopened,528,6165,203,63,3,457,4.95,18852,240,646,8,8,17,59.54,0,3,585,930,1,0,0,0,1,2022-03-12,2022-04-07,Critical
BUG-056070,LogicError,API_Gateway,Development,Android,CentOS7,Mobile_App,Product_Manager,Integration,Open,757,272,531,37,27,2617,28.39,30742,372,263,8,1,12,23.61,2,3,840,905,0,0,1,0,0,2022-11-15,2022-11-25,Medium
BUG-056071,PerformanceDegradation,SearchEngine,QA,Web,iOS16,N/A,Developer,Internal,Closed,2620,4262,197,1,27,913,51.7,48432,354,149,12,4,28,74.97,5,6,266,2283,0,0,0,1,0,2022-06-14,2022-06-20,Medium
BUG-056072,LogicError,Analytics,QA,iOS,iOS16,Chrome,End_User,Integration,Open,319,7267,525,5,48,1251,25.24,26942,5,121,32,3,45,79.67,2,6,966,1834,0,0,0,1,0,2021-12-26,2021-12-31,Medium
BUG-056073,XSS,DataPipeline,Development,Desktop,Ubuntu20,N/A,QA_Engineer,Plugin,Resolved,1997,731,311,5,24,2235,60.64,42581,1,92,31,6,39,17.32,3,5,558,521,1,0,0,0,0,2023-03-10,2023-03-13,Low
BUG-056074,UIGlitch,Analytics,QA,Desktop,Windows11,Safari,Product_Manager,ThirdParty,Resolved,401,429,438,49,50,495,28.29,6521,324,489,9,6,36,9.41,4,9,707,242,0,1,0,0,0,2022-09-30,2022-10-20,Medium
BUG-056075,RaceCondition,DataPipeline,Development,iOS,macOS13,Chrome,Client,Integration,Closed,2705,3835,499,1,21,3803,45.02,14377,268,555,18,3,23,26.98,0,1,168,1118,0,1,1,1,1,2023-02-09,2023-03-04,Medium
BUG-056076,UIGlitch,Authentication,Development,Android,macOS13,Edge,Product_Manager,Plugin,Reopened,230,11854,194,38,14,1866,22.23,10164,37,503,38,6,9,0.13,1,1,803,1087,0,0,0,0,0,2021-02-21,2021-03-13,Medium
BUG-056077,UIGlitch,FileStorage,Development,Web,iOS16,Edge,End_User,Plugin,Open,3507,5226,427,6,99,821,29.22,125,279,563,49,2,49,71.89,2,3,697,76,0,0,0,1,0,2023-08-17,2023-09-09,Medium
BUG-056078,IncorrectCalculation,SearchEngine,Development,API,iOS16,Chrome,End_User,Integration,Closed,3963,6529,317,7,16,2929,91.8,36565,20,669,40,7,7,54.21,3,6,949,296,0,0,1,1,0,2022-10-27,2022-11-23,Medium
BUG-056079,ConfigError,Payment,Development,Android,Windows11,Safari,Product_Manager,Integration,In_Progress,3322,5855,595,68,74,3193,45.03,34969,51,489,15,3,25,78.54,2,8,764,2332,0,0,1,0,1,2023-04-04,2023-04-24,Critical
BUG-056080,XSS,Notification,Development,Desktop,Windows10,Edge,QA_Engineer,Internal,Resolved,387,3160,426,21,11,2530,90.44,14829,182,207,15,9,36,97.83,0,1,182,733,1,0,0,1,0,2023-08-23,2023-08-31,Low
BUG-056081,UIGlitch,FileStorage,Development,API,Windows11,Mobile_App,Client,Core,Open,600,7945,514,4,68,3570,8.48,41068,480,690,38,0,7,42.38,2,6,247,1203,0,0,0,1,1,2022-08-13,2022-09-10,Low
BUG-056082,ConfigError,FileStorage,Development,API,iOS16,Firefox,DevOps,Internal,In_Progress,1228,4298,363,38,28,963,18.65,27538,80,105,12,4,7,91.01,2,9,350,2518,0,0,1,1,0,2021-10-14,2021-10-18,High
BUG-056083,PerformanceDegradation,FileStorage,Production,API,Ubuntu20,Firefox,DevOps,ThirdParty,Reopened,1243,4877,564,86,18,3165,83.83,1333,382,445,4,5,28,83.17,1,10,213,1886,0,0,0,0,0,2023-06-18,2023-07-06,Critical
BUG-056084,AuthBypass,EmailService,QA,API,CentOS7,Chrome,DevOps,ThirdParty,Reopened,175,12356,206,12,68,3562,2.04,17312,130,401,49,0,41,52.59,0,10,748,2936,0,0,0,1,0,2023-06-26,2023-07-12,High
BUG-056085,LogicError,SearchEngine,Development,API,iOS16,N/A,Developer,Plugin,Closed,4525,1415,178,9,10,961,45.5,11835,275,266,3,6,33,47.01,4,9,390,1939,1,0,0,0,1,2021-06-17,2021-06-28,Medium
BUG-056086,UIGlitch,Analytics,Development,Desktop,Windows11,Safari,DevOps,Internal,Open,756,9481,584,8,33,2009,93.72,17063,185,41,30,0,33,86.88,5,1,429,680,0,1,0,0,1,2022-06-10,2022-06-11,Low
BUG-056087,SQLInjection,API_Gateway,Staging,iOS,Windows11,Chrome,End_User,Core,In_Progress,3506,6743,265,7,63,2945,39.04,19874,240,563,33,10,50,8.96,4,4,217,2717,0,0,1,1,0,2022-09-18,2022-10-11,Critical
BUG-056088,UIGlitch,Reporting,Development,Android,Windows10,Safari,QA_Engineer,Plugin,Closed,1920,3379,272,8,81,4093,29.71,6677,496,49,1,6,29,70.68,5,8,743,1197,0,1,0,0,0,2022-11-18,2022-11-20,Low
BUG-056089,XSS,Analytics,Production,Web,Windows10,Chrome,End_User,ThirdParty,Open,2589,4935,209,50,27,1887,41.25,25598,121,467,47,3,42,67.06,0,9,837,368,1,0,0,0,1,2023-12-05,2023-12-24,Critical
BUG-056090,NetworkTimeout,Reporting,Development,Desktop,CentOS7,Safari,Product_Manager,Core,Reopened,1722,9419,179,14,32,1165,76.79,6909,204,113,44,10,23,3.08,0,5,439,212,0,0,1,0,1,2023-11-15,2023-11-19,Medium
BUG-056091,XSS,CacheLayer,QA,iOS,iOS16,Chrome,QA_Engineer,ThirdParty,Reopened,9,2472,117,49,66,51,41.83,29635,49,100,28,6,2,85.97,0,0,22,12,1,0,0,0,0,2021-12-24,2021-12-28,Medium
BUG-056092,APIFailure,Reporting,QA,Web,Android12,Chrome,Product_Manager,Plugin,In_Progress,2416,118,147,12,26,1947,9.31,6064,146,702,41,3,43,39.63,2,4,27,1686,1,1,0,1,1,2021-04-14,2021-05-13,Medium
BUG-056093,XSS,Notification,QA,iOS,Windows10,N/A,Client,Plugin,In_Progress,541,10542,349,21,25,1697,29.2,49757,335,688,16,7,46,32.77,5,0,15,378,0,0,1,1,0,2022-08-14,2022-09-11,Medium
BUG-056094,UIGlitch,Frontend,Development,Android,Windows10,N/A,Product_Manager,Core,Reopened,306,3960,303,44,3,2407,25.2,1560,448,46,39,0,11,2.75,3,7,243,1740,0,0,0,0,1,2023-04-23,2023-04-24,Low
BUG-056095,AuthBypass,CacheLayer,Development,Android,Windows10,Safari,Client,Plugin,In_Progress,2664,5883,492,76,52,2600,72.17,21437,189,197,48,0,35,8.56,5,0,829,1844,0,0,1,0,0,2022-01-28,2022-02-05,Critical
BUG-056096,NullPointerException,FileStorage,Development,Android,iOS16,Chrome,Product_Manager,Plugin,In_Progress,1175,2614,256,21,15,2177,29.87,29500,234,201,5,2,30,65.18,2,9,789,2163,1,0,1,0,0,2023-01-04,2023-01-12,Low
BUG-056097,CrashOnLaunch,Notification,Staging,API,iOS16,Safari,QA_Engineer,Internal,Reopened,1647,276,118,23,87,1093,63.96,10507,300,63,31,0,23,84.09,0,4,341,307,0,0,0,0,1,2022-09-26,2022-09-28,Critical
BUG-056098,LogicError,FileStorage,Development,Web,Ubuntu20,Mobile_App,End_User,ThirdParty,Reopened,722,750,256,2,83,3005,38.26,27414,347,384,32,2,48,15.9,3,3,752,2403,0,0,1,1,0,2021-10-29,2021-11-14,Low
BUG-056099,NullPointerException,Frontend,QA,Web,Windows11,Firefox,Client,Integration,Reopened,2384,1836,227,38,67,1043,61.16,31385,212,458,37,6,12,36.96,4,3,909,2001,0,0,1,1,1,2023-08-08,2023-08-27,Medium
BUG-056100,LogicError,SearchEngine,Development,Desktop,CentOS7,Firefox,DevOps,ThirdParty,In_Progress,8,2542,362,52,60,1670,69.68,24390,184,565,34,1,37,40.33,2,8,270,2511,0,0,1,0,1,2023-08-31,2023-09-23,Medium
BUG-056101,UncaughtException,Frontend,UAT,Desktop,Windows10,Firefox,Product_Manager,Plugin,Reopened,1216,4156,473,6,12,3175,48.69,42503,351,511,0,0,22,81.63,3,2,850,228,0,1,1,1,1,2022-11-23,2022-12-14,Medium
BUG-056102,UIGlitch,Reporting,UAT,Web,Windows11,Firefox,Product_Manager,Core,Closed,767,7179,572,68,20,247,62.97,41265,251,71,11,7,33,99.54,1,10,88,1350,0,0,0,1,1,2023-03-29,2023-03-31,High
BUG-056103,UncaughtException,CacheLayer,Production,API,Android12,Mobile_App,Developer,Plugin,Reopened,4527,3738,529,98,50,3774,10.97,9525,15,168,13,2,27,35.96,4,2,303,1392,0,0,1,0,0,2023-07-07,2023-07-14,Critical
BUG-056104,UIGlitch,SearchEngine,Development,Web,Windows11,Firefox,Client,ThirdParty,Closed,684,6195,292,12,26,3359,57.32,6132,456,278,41,7,12,19.66,2,3,952,181,0,0,0,0,1,2023-09-04,2023-09-15,Low
BUG-056105,APIFailure,FileStorage,Development,Web,iOS16,Safari,Client,Internal,In_Progress,34,1565,460,24,55,1957,13.07,7894,199,281,11,7,44,65.6,1,4,36,2921,1,0,0,1,0,2021-03-29,2021-04-09,Medium
