bug_type,component,environment,platform,operating_system,browser,reporter_role,module,status,affected_users,response_time_ms,error_code,business_impact_score,reproduction_rate,memory_usage_mb,cpu_usage_pct,lines_of_code,open_issues_count,fix_time_hours,num_comments,num_attachments,sprint_number,test_coverage_pct,reopen_count,num_linked_bugs,api_call_count,db_query_time_ms,is_regression,is_security_related,has_workaround,customer_reported,sla_breached,severity
19,10,2,4,6,3,3,4,3,38,2656,343,10,50,225,33.22,27001,253,232,35,3,18,2.88,5,9,313,624,0,0,1,0,0,3
2,9,3,3,0,0,3,1,1,162,13578,137,88,99,1393,29.76,39013,448,238,12,10,21,9.81,1,10,676,485,0,1,1,0,0,0
19,4,0,2,2,1,0,4,1,564,139,441,12,69,1150,76.97,19481,218,114,11,7,46,48.26,0,10,254,2423,1,0,1,1,1,2
18,14,4,3,6,0,4,4,4,294,10234,179,8,57,856,90.58,23976,357,33,16,9,30,65.85,3,6,548,1326,1,0,1,0,0,1
10,1,2,1,6,1,1,1,2,3758,4938,383,11,23,1655,24.42,21082,199,681,36,3,8,42.04,0,8,120,474,0,0,0,1,0,3
19,1,2,1,4,5,1,2,3,2656,101,207,27,5,3401,89.19,15101,225,645,10,2,5,56.22,2,6,726,144,0,0,1,1,1,3
17,5,0,0,5,3,3,4,4,364,4597,454,1,13,3074,38.16,9601,104,578,31,8,31,15.6,3,6,962,2943,0,0,1,0,0,2
13,0,0,3,3,5,5,1,1,2905,8425,253,57,79,366,73.29,19026,165,248,9,6,21,31.92,0,1,568,2821,0,0,1,0,1,1
13,9,3,2,5,5,0,2,4,1197,6195,373,3,64,1115,33.65,6744,313,274,24,8,43,55.56,2,10,850,2750,0,0,0,0,1,3
7,3,2,3,0,5,3,2,4,2724,14028,291,9,59,1064,36.29,25683,297,74,39,1,9,28.53,2,2,882,127,1,0,0,1,0,1
3,3,0,4,0,4,5,4,3,1015,14370,212,3,2,2083,78.38,37733,348,148,27,2,21,27.83,2,9,897,101,0,0,0,0,0,2
19,7,2,1,3,4,0,1,0,2720,5586,183,50,3,3882,32.78,39572,281,137,24,4,24,20.6,1,5,459,1836,0,0,0,1,0,1
8,13,0,0,0,0,1,0,4,2025,12254,415,18,44,3084,6.73,28831,475,225,13,5,47,34.53,5,4,104,2193,0,1,1,0,0,3
11,13,1,2,3,0,0,1,0,2773,4071,438,26,40,2282,48.03,31011,152,62,18,9,18,1.22,5,6,372,531,0,1,1,0,0,0
13,12,4,3,5,3,5,3,2,2345,12802,525,33,85,602,44.53,39313,311,663,33,10,2,20.19,5,7,393,2799,1,0,1,0,0,1
10,3,0,4,2,2,4,3,4,1374,13040,509,5,83,3880,63.6,44549,377,143,31,0,42,97.07,2,3,551,1376,0,0,1,1,0,3
9,12,4,3,4,2,0,4,1,1083,13147,402,15,48,1900,16.26,7431,202,121,18,4,41,20.98,2,1,41,1515,1,0,1,0,0,1
7,6,0,3,6,0,0,3,4,2492,13560,362,74,81,2269,99.53,32826,143,423,6,6,3,10.4,5,8,463,2123,0,1,1,0,0,0
9,8,0,1,0,1,3,3,4,1056,10871,557,21,41,1301,4.63,24219,208,353,21,6,50,52.14,1,5,83,1367,0,0,0,0,0,3
10,12,0,1,4,4,5,0,1,148,8458,119,87,26,232,75.71,43129,5,39,40,5,7,17.4,5,1,612,1685,0,0,1,0,0,1
3,13,0,3,6,4,2,1,3,3319,12912,164,1,1,3736,71.18,7602,427,498,15,9,27,22.72,4,4,532,215,1,0,0,0,0,3
3,9,2,3,6,2,0,2,1,761,1204,433,2,7,1437,7.93,38944,163,314,9,10,42,49.38,2,10,424,2382,0,0,0,1,1,2
19,12,0,4,6,1,4,0,4,1698,1018,439,27,13,2858,63.43,46311,15,284,29,1,8,79.01,4,0,88,2229,1,0,1,1,0,2
13,7,0,3,0,5,5,2,2,3723,328,549,63,53,954,81.73,11178,178,4,6,8,4,3.59,5,6,431,1801,0,1,0,0,0,1
17,9,0,0,0,4,1,3,4,2082,859,585,13,38,242,99.03,26383,475,665,9,7,39,90.81,3,5,323,2379,0,0,1,0,1,2
9,9,3,4,6,1,1,1,1,798,6312,231,1,49,4081,0.1,4732,473,87,0,2,32,73.02,4,0,112,1591,1,0,0,1,0,1
10,5,2,3,6,2,1,1,4,965,1593,578,24,44,3875,70.06,18561,216,649,35,2,49,66.49,5,3,273,1570,0,0,1,0,0,1
8,13,3,0,1,3,1,1,0,56,1550,126,19,18,2805,69.53,7865,281,471,2,7,31,77.17,3,4,594,265,0,0,0,0,0,3
7,1,0,0,6,5,4,0,4,10,545,303,8,87,397,44.79,804,115,558,6,10,41,25.34,5,2,329,2524,1,0,0,1,0,2
11,13,0,3,5,1,3,4,2,1340,14578,506,10,29,1810,41.82,14162,12,563,6,4,48,54.74,2,7,802,134,1,0,0,1,0,1
17,1,0,0,6,1,5,0,4,308,422,111,29,90,2681,76.78,3233,355,140,27,3,14,67.49,5,1,15,1355,0,0,0,1,1,2
6,1,0,0,0,1,4,0,2,2652,4109,473,55,77,3072,89.08,3202,315,269,7,4,42,8.5,5,10,435,1709,0,0,1,0,0,0
13,12,3,1,0,0,0,3,2,651,9739,521,30,1,3119,88.96,43397,343,197,15,4,29,1.64,1,2,913,2850,0,0,1,1,1,3
2,8,3,2,5,2,4,3,1,1484,3904,377,22,18,1155,9.69,7859,216,173,9,6,40,34.8,2,0,483,2228,0,0,0,0,0,1
1,11,4,0,4,0,0,4,4,2902,14135,448,3,16,1514,68.33,13609,110,563,5,8,31,94.59,5,10,418,1691,0,0,0,0,0,1
17,6,0,0,0,4,1,0,3,3879,1836,384,5,72,3219,46.22,20992,41,315,4,2,25,8.69,5,10,523,803,0,0,1,0,0,3
6,1,1,0,0,5,4,4,2,27,6325,416,80,98,903,21.12,2968,67,189,2,5,30,44.28,3,9,118,1886,1,0,1,0,1,0
5,0,3,3,3,2,5,0,0,1652,2027,367,100,31,1006,58.46,5522,463,211,20,8,29,24.95,1,9,48,2422,0,0,1,0,0,0
13,4,0,1,2,3,1,4,1,4828,1908,115,24,77,2714,74.66,18956,97,326,48,9,38,73.82,0,9,961,1738,0,0,1,1,0,1
10,5,0,4,1,4,2,0,2,937,3281,456,13,43,1052,66.96,5610,313,479,23,5,35,26.03,4,10,702,14,0,1,0,0,1,1
18,12,3,2,3,2,3,0,3,673,10381,187,37,27,3670,3.6,5960,131,604,29,3,8,92.86,1,8,477,2700,0,0,0,1,0,1
7,8,0,3,6,4,4,0,2,1786,3262,309,33,25,756,63.47,42224,486,702,22,8,6,97.25,0,3,65,2961,0,0,0,0,0,3
17,12,3,4,5,4,2,4,0,885,1623,528,13,37,2255,61.53,47299,355,474,40,5,33,93.88,1,6,598,2485,0,0,0,1,1,3
11,12,0,2,1,4,0,0,0,102,10313,510,33,95,3518,84.54,49911,10,447,21,7,4,33.48,5,5,540,141,0,0,1,1,0,1
6,13,0,2,2,2,3,4,0,3945,1872,348,12,42,1180,19.21,31109,130,240,41,9,40,78.67,1,2,639,788,1,1,1,1,0,1
14,1,3,3,3,3,2,0,3,1657,7784,304,9,32,2269,86.12,7940,390,135,14,2,27,44.4,4,8,744,944,0,0,1,0,1,1
18,7,2,0,1,0,3,0,4,111,7298,204,39,75,3587,87.5,42189,145,407,36,4,8,80.39,1,1,788,1357,0,0,0,0,0,1
17,3,2,1,6,2,1,3,4,2721,435,279,24,14,3895,61.29,11370,385,473,42,9,31,70.22,3,5,983,157,1,0,0,1,0,2
6,5,1,3,4,4,1,0,0,3613,4180,599,45,80,3193,72.87,26885,425,390,26,9,9,16.89,5,7,321,2000,0,0,0,1,0,0
10,8,2,2,2,3,2,4,2,205,4421,139,22,73,1934,69.67,48280,181,532,49,2,27,71.07,4,6,687,2374,0,0,1,0,1,3
18,14,2,1,4,5,4,0,1,1578,10686,154,27,8,3074,63.6,12077,324,689,28,6,2,67.61,3,1,706,1398,0,0,0,0,0,1
18,11,0,4,1,0,5,4,2,2244,2953,124,46,92,287,18.21,38214,323,210,49,1,37,87.34,4,5,152,433,1,0,0,0,0,1
19,4,0,2,2,1,0,4,1,564,139,441,12,69,1150,76.97,19481,218,114,11,7,46,48.26,0,10,254,2423,1,0,1,1,1,2
18,6,0,3,4,2,1,0,0,1962,4943,103,61,24,2679,99.95,8729,240,249,7,9,1,36.81,3,9,265,2948,0,0,0,0,0,1
19,2,2,4,3,4,4,2,3,4637,1197,430,20,97,1730,3.25,7120,447,202,49,2,32,14.9,3,8,740,182,0,0,1,0,1,1
5,4,0,2,6,5,3,3,2,1840,14903,570,11,28,2294,61.72,1266,472,98,21,8,1,2.73,3,9,775,2494,0,0,0,0,1,1
17,13,3,2,3,0,5,3,3,3424,7212,404,28,16,4060,42.76,15014,345,703,33,1,40,56.38,4,0,573,2274,1,0,0,0,0,1
10,13,0,1,3,1,1,1,0,2273,1266,375,47,17,464,34.39,49866,84,37,11,10,37,22.74,5,6,879,2682,1,0,1,1,0,3
8,9,0,1,6,5,2,1,2,2831,13654,388,27,29,2872,23.06,29970,357,25,29,2,50,3.71,4,10,112,348,0,1,0,1,0,3
3,4,0,3,5,2,0,2,0,3048,465,321,35,64,3462,15.94,9380,194,42,22,6,47,57.34,4,2,793,2923,0,0,1,0,0,1
13,3,0,3,5,4,4,0,2,1030,12855,416,14,12,3165,25.46,30598,259,425,12,8,27,36.12,4,2,483,2459,0,0,0,0,1,3
19,13,0,3,3,4,4,4,1,64,3617,309,17,64,3603,4.31,44936,317,445,41,6,37,84.8,4,9,566,767,0,1,1,1,1,2
2,4,3,2,4,4,5,1,1,3817,2049,423,11,18,3446,12.45,8497,314,549,22,8,35,5.34,0,7,557,2891,0,1,1,1,0,0
3,1,0,4,0,5,2,1,2,207,1666,174,47,11,1270,78.71,17518,278,344,8,9,22,6.69,5,6,597,699,0,1,0,0,0,3
19,9,4,0,4,5,0,3,3,2387,13774,458,17,8,3803,73.78,11462,257,372,28,0,35,39.36,4,0,750,2436,0,0,0,0,0,3
17,14,0,4,0,1,5,4,4,748,3262,428,2,40,2883,39.59,38590,396,138,50,2,11,44.08,3,1,194,1086,0,0,0,0,0,2
17,12,0,4,2,4,4,4,4,824,4426,339,22,61,347,39.93,3623,267,468,23,1,20,38.12,2,0,178,1166,0,0,1,0,1,2
10,1,1,1,3,5,3,3,1,3630,11566,373,52,73,1854,97.13,24797,417,334,1,3,16,24.74,0,4,28,1357,0,0,0,0,1,0
14,1,2,1,2,2,3,2,3,191,13515,326,18,91,898,68.83,39926,13,67,25,5,44,9.88,0,5,673,317,0,1,0,0,0,1
1,3,2,2,5,1,2,4,3,888,10624,307,21,97,3099,99.31,14802,184,671,1,7,20,7.18,1,6,442,215,1,0,1,0,0,1
17,2,0,0,2,5,2,2,1,4121,301,124,24,7,1926,2.47,23910,398,618,42,4,33,91.66,3,10,550,1899,0,0,1,1,1,3
10,12,3,0,2,0,1,1,3,2438,12089,290,93,52,460,32.05,17052,125,602,25,5,7,1.35,4,3,302,2612,0,0,0,0,0,0
17,14,0,1,1,5,2,0,0,3962,8535,556,28,71,2089,10.1,26167,332,27,28,5,19,5.99,2,7,16,1467,0,0,0,1,0,1
15,7,3,4,0,0,5,4,2,4029,1948,346,65,24,2731,25.7,3178,482,266,21,0,33,28.03,4,8,955,898,0,0,0,0,0,0
18,0,1,4,5,1,5,4,0,1023,13276,407,86,67,3449,4.13,47828,420,266,14,9,6,85.86,1,7,435,1120,0,0,0,1,0,0
19,8,2,3,3,0,3,1,0,611,3631,243,8,11,3781,2.1,16682,175,420,10,8,36,58.04,5,1,572,1878,0,0,1,1,0,2
17,13,0,4,3,2,2,3,0,1502,10269,295,1,50,2199,36.71,31361,382,442,24,3,1,84.17,3,6,468,2819,1,0,0,0,0,2
0,3,3,3,0,0,1,0,2,4027,1066,302,40,70,2727,7.02,43203,450,225,47,10,3,54.08,0,5,316,1484,0,0,0,0,0,0
6,13,3,1,1,3,1,0,0,4190,11600,358,18,45,85,27.58,35672,466,272,45,2,32,88.81,4,2,735,1791,0,1,1,0,1,0
17,4,0,3,2,3,1,0,0,2609,13272,407,6,27,486,3.75,34341,30,495,36,10,3,47.95,0,3,23,2400,1,1,1,1,1,3
19,4,0,4,2,4,2,3,1,4685,14335,506,4,7,290,0.94,20421,326,720,39,0,30,24.16,3,3,981,2037,0,0,0,0,0,3
17,12,0,2,6,5,2,0,4,1334,10669,163,6,53,967,6.71,18866,266,141,10,2,35,69.49,5,1,877,922,0,0,1,1,0,2
10,7,0,1,0,1,1,2,2,1650,8373,212,20,52,1535,74.24,9476,389,646,1,3,42,7.43,4,0,507,2277,0,0,1,1,0,3
2,10,3,4,5,3,3,1,3,570,10884,151,97,34,196,33.78,35811,220,522,34,7,26,69.31,5,4,520,2632,0,0,1,0,0,0
0,12,1,0,5,2,5,1,4,425,1356,428,10,39,3585,8.53,49024,11,12,42,9,32,67.82,3,9,724,383,0,0,0,1,0,1
19,12,0,3,4,5,0,1,1,436,3954,308,1,50,2875,95.24,13887,11,38,9,9,15,43.11,2,3,527,1571,1,0,0,0,1,2
7,2,0,2,6,3,3,0,0,2644,7476,316,15,88,2630,72.0,33531,497,211,43,9,50,25.18,0,3,720,820,0,0,1,0,1,1
3,1,2,3,6,5,5,3,3,2059,4793,274,3,47,2112,58.33,10904,106,428,33,7,9,95.89,5,4,840,2107,0,1,1,1,1,3
19,14,2,3,2,1,3,1,0,1548,11531,541,5,13,3721,53.27,33126,136,519,19,7,48,41.31,4,4,487,838,0,0,0,1,0,3
6,14,0,2,3,2,5,1,2,292,1201,571,24,25,3247,95.68,48602,60,600,19,9,31,64.59,4,4,651,679,1,0,0,1,0,1
19,11,2,1,1,2,2,3,2,4335,11227,188,4,47,2604,73.63,28556,274,399,11,10,31,50.75,5,9,29,2069,0,0,1,0,0,3
13,8,0,0,0,1,5,0,0,2772,1805,528,16,6,2065,4.44,18212,263,599,20,10,42,28.97,5,1,760,1231,0,0,0,1,1,2
19,11,2,0,2,3,5,0,4,1380,1555,246,5,72,1841,59.22,46320,279,678,2,5,25,66.96,2,0,723,1457,0,0,1,0,1,2
4,1,3,0,0,2,2,4,1,2074,1653,501,51,13,2436,31.68,25085,237,645,43,5,30,45.29,3,3,250,2533,0,1,1,0,0,0
19,9,0,1,4,0,5,3,3,219,14246,595,14,29,1879,24.9,39709,475,332,31,8,7,95.54,3,6,578,17,0,0,0,0,1,2
19,12,0,3,4,5,0,1,1,436,3954,308,1,50,2875,95.24,13887,11,38,9,9,15,43.11,2,3,527,1571,1,0,0,0,1,2
17,14,2,0,1,0,3,2,0,3906,5372,149,98,64,2000,64.48,21797,40,325,22,1,44,55.92,0,2,126,2809,0,0,1,0,0,0
4,13,0,1,3,2,0,1,1,114,7229,499,91,89,1253,3.05,29352,146,224,47,0,17,39.4,5,3,33,790,0,0,1,1,0,0
10,9,3,4,5,4,4,2,3,4034,1317,503,8,45,2408,17.67,1445,364,132,16,5,33,32.15,0,3,345,499,0,0,1,1,0,1
17,3,0,3,4,4,4,0,2,2526,695,252,10,54,430,34.03,37508,354,446,46,2,15,5.98,2,0,227,595,0,0,0,1,1,2
13,6,2,2,2,5,5,3,1,4674,904,237,32,34,1150,95.37,40012,484,301,28,2,46,74.82,1,0,627,167,0,0,0,0,0,3
13,8,1,2,1,2,0,1,3,633,2668,510,10,58,2024,95.81,12339,229,386,30,6,41,70.36,5,5,634,2105,1,1,1,1,0,1
0,1,0,0,3,0,4,4,1,1807,9754,226,76,60,674,78.52,9102,76,650,0,4,49,39.86,4,2,536,804,0,0,0,0,0,0
2,10,0,0,1,1,4,1,4,4086,10308,100,18,48,3597,60.93,23582,230,145,27,7,16,32.24,2,4,487,2775,0,0,0,1,0,0
17,1,0,0,6,1,5,0,4,308,422,111,29,90,2681,76.78,3233,355,140,27,3,14,67.49,5,1,15,1355,0,0,0,1,1,2
0,8,1,2,4,0,0,2,0,1447,9104,206,35,91,402,34.04,19541,111,357,10,5,9,90.67,5,7,416,2128,0,0,0,0,0,0
10,4,0,3,1,4,2,2,2,1956,240,198,3,22,1699,15.34,7607,304,499,21,10,1,81.48,3,9,788,2061,1,0,0,0,0,2
19,3,0,3,1,2,3,3,2,145,7906,246,36,48,281,14.17,44336,258,710,41,1,25,83.35,2,2,230,1967,0,0,0,1,0,3
13,12,4,1,3,4,0,2,4,72,1329,125,20,18,2834,93.89,18421,51,305,3,10,47,82.38,4,6,213,2565,0,0,0,0,0,2
13,6,2,1,1,5,2,3,4,2861,6054,563,10,51,436,81.16,45743,458,400,29,7,27,47.0,1,3,763,2987,0,0,0,0,0,3
4,2,2,3,3,4,4,2,4,1976,4851,343,6,20,671,20.75,37924,344,314,21,10,3,0.71,4,9,784,1991,0,0,0,1,0,0
19,8,4,1,1,0,5,2,3,732,171,456,10,16,3121,68.05,35538,256,579,45,10,42,20.22,3,4,807,1519,0,1,0,0,0,2
7,2,2,0,0,1,0,4,3,4951,3098,267,27,58,2390,20.55,33285,278,702,44,2,30,96.32,5,7,735,2625,0,0,0,0,0,0
17,11,0,0,4,2,1,1,1,1725,8616,478,44,20,144,19.79,35882,451,242,40,10,39,43.21,4,3,515,1221,0,0,1,0,1,3
2,8,0,4,3,0,2,2,4,2615,11620,109,80,60,3998,36.94,7912,63,592,0,9,39,0.61,3,8,842,1284,0,0,0,1,0,0
8,12,3,3,5,3,1,0,3,3715,2364,377,18,66,787,60.31,354,259,320,35,2,4,18.44,3,10,171,1177,1,0,0,0,1,1
5,11,1,0,3,0,3,0,2,2200,2502,132,89,45,1928,22.22,4036,7,187,32,2,13,39.96,5,9,675,363,0,1,0,1,1,0
0,13,0,0,6,1,5,0,2,4144,3972,370,4,13,124,97.26,2280,386,330,12,2,19,88.76,2,4,192,96,0,1,0,1,0,3
19,1,3,0,2,5,4,2,1,1951,11813,501,29,93,672,89.44,32810,268,78,0,9,16,48.32,1,2,537,1446,0,0,1,0,1,1
13,12,2,3,2,2,1,4,4,2094,3985,206,55,24,390,15.13,47097,487,243,45,10,29,40.46,4,6,576,659,0,1,1,0,0,3
13,6,3,4,2,0,3,4,4,1043,364,194,7,5,2359,48.43,14706,23,347,37,6,28,6.46,5,2,152,450,0,0,1,1,1,2
9,11,0,1,5,5,5,1,3,417,7203,479,20,17,788,37.88,31190,219,466,24,7,14,86.23,5,5,900,2796,0,0,0,0,0,1
13,7,2,0,4,1,5,4,2,381,13866,155,13,14,3428,73.31,30575,77,394,41,0,49,20.38,3,6,509,1257,0,0,0,0,0,2
2,9,1,0,1,1,3,1,0,350,3703,121,10,66,3859,50.01,26366,42,621,21,8,48,65.68,0,10,685,2370,0,1,0,0,0,0
19,9,2,3,3,0,0,4,0,1109,3317,182,15,23,611,23.46,48240,48,370,38,10,48,84.53,3,6,981,1597,0,1,1,1,0,2
4,13,0,2,2,4,3,1,3,4013,14482,454,42,47,2495,24.22,2805,21,389,10,3,25,22.37,5,9,108,1338,1,0,0,0,0,0
17,7,0,4,2,3,4,0,0,3030,3011,584,25,95,3438,16.41,36723,108,678,10,5,19,84.05,0,6,717,895,0,0,1,1,1,3
17,13,0,1,6,3,5,3,1,1796,1644,217,16,32,2965,41.21,28767,49,140,19,4,26,87.29,0,2,786,2817,0,1,1,1,0,2
4,14,2,0,2,5,2,2,1,4949,10040,459,90,77,984,78.58,9337,151,233,29,6,46,58.43,1,5,194,613,0,0,1,0,0,0
3,11,2,4,6,4,2,4,4,2675,7923,262,11,34,2123,37.65,15470,182,373,8,4,23,22.01,2,9,406,642,0,1,0,0,0,3
17,13,0,1,6,3,5,3,1,1796,1644,217,16,32,2965,41.21,28767,49,140,19,4,26,87.29,0,2,786,2817,0,1,1,1,0,2
10,13,2,3,3,4,2,1,0,1443,3194,222,16,10,1807,34.9,39499,291,339,6,1,2,52.14,0,3,637,1934,1,0,0,1,0,3
4,2,1,0,6,1,3,1,4,4365,3343,497,67,6,1687,13.39,20696,144,620,37,8,36,94.97,1,10,751,714,0,0,1,0,1,0
19,8,0,4,5,4,0,2,1,1817,2776,418,64,18,175,91.42,19524,59,267,32,2,32,88.56,0,6,469,266,0,0,0,1,0,3
1,9,0,2,1,4,4,1,4,3301,12679,103,22,36,2979,89.68,38954,325,664,36,8,29,39.21,5,8,790,1721,0,0,1,0,0,1
19,11,0,4,5,5,0,4,0,1027,486,596,15,50,508,11.46,1828,200,717,47,4,5,35.05,0,9,131,2553,0,0,1,1,0,2
13,3,3,3,0,0,1,2,1,323,654,176,17,18,3779,84.33,35830,374,481,19,6,27,34.36,3,2,806,2001,1,0,1,0,1,2
8,12,0,1,0,5,0,3,2,1256,12112,440,50,27,1499,91.81,26204,495,402,39,3,25,97.12,0,7,643,711,0,1,1,1,0,1
9,1,3,4,3,4,5,2,2,46,4282,108,66,14,3920,45.3,49628,401,334,9,5,34,80.19,4,10,464,764,0,0,1,1,0,1
6,1,0,2,3,2,5,3,3,4352,10989,398,70,44,1677,31.62,20299,185,313,4,8,40,19.49,0,9,763,374,1,0,0,1,0,0
13,9,4,4,4,3,3,3,1,15,2191,110,5,4,1591,31.8,46297,393,349,38,4,25,55.38,5,8,751,2906,0,0,0,0,0,2
3,4,1,4,2,5,1,2,1,2629,14152,318,56,10,2892,97.5,13774,1,5,30,0,17,62.83,0,6,956,1041,0,0,1,1,0,0
3,5,4,2,3,3,2,4,4,1822,14614,471,2,68,2156,12.54,23324,495,649,20,0,34,84.66,0,3,788,62,0,0,0,0,0,1
8,11,0,4,1,3,4,2,1,4877,8261,423,2,91,646,67.27,14649,67,602,41,0,6,71.57,0,3,953,728,1,1,0,0,1,1
14,1,0,2,0,2,1,0,1,4463,7649,114,40,86,2607,66.41,41231,328,318,22,2,25,5.16,1,6,30,1527,0,0,1,0,0,0
8,5,3,3,5,2,3,4,3,3343,1268,126,75,44,1607,22.32,4838,238,616,35,3,14,57.91,0,5,971,47,0,1,1,0,1,0
18,9,3,3,4,1,3,2,2,3454,9239,188,74,92,2779,29.66,26116,326,28,13,0,26,13.44,1,8,775,1993,0,1,0,1,1,0
14,7,4,4,5,5,1,3,2,1163,1610,217,48,7,3260,58.2,2841,427,527,15,6,36,7.96,0,6,425,901,1,0,1,1,1,1
8,8,0,3,6,5,1,3,0,1289,1877,401,7,44,2635,45.02,14384,229,388,10,8,39,15.93,0,6,155,2524,0,0,0,0,0,2
17,13,0,4,6,2,4,2,0,2036,7904,409,12,55,1053,16.32,4105,466,124,12,6,34,55.42,3,9,706,1031,0,0,1,1,1,3
6,4,3,3,3,4,4,2,2,1952,4541,339,62,96,1699,17.44,33062,15,716,32,3,32,33.65,5,7,122,2737,1,0,1,0,1,0
6,7,1,2,0,4,1,0,1,739,3144,295,52,2,659,41.51,18432,80,213,44,0,17,98.59,5,0,215,2391,0,0,0,0,0,0
18,9,2,0,0,2,0,2,0,1646,1102,488,86,65,2986,49.38,14118,38,245,42,8,7,55.22,0,5,874,271,0,0,0,0,1,0
19,7,2,0,2,0,0,4,0,2276,664,169,23,1,1674,5.82,20623,252,127,26,1,46,81.26,1,5,325,561,1,0,1,1,0,2
14,14,2,1,1,5,1,0,0,1558,3910,211,5,78,131,92.53,28785,120,553,16,5,31,29.12,3,0,654,355,0,0,1,0,1,1
19,0,3,4,5,2,2,0,3,1481,12598,179,49,64,303,23.14,16043,282,353,27,1,30,27.54,2,9,123,776,0,0,0,1,0,0
16,11,0,4,0,0,3,4,3,1929,3570,541,29,90,781,7.67,48305,109,112,20,10,34,73.72,4,2,410,2756,0,0,0,1,1,1
17,1,0,1,5,2,0,3,0,806,1292,347,8,46,585,49.33,34746,463,41,20,0,50,31.14,4,2,6,2418,0,0,0,0,0,2
9,7,3,2,1,3,0,1,2,4580,7598,328,59,27,3347,42.4,49232,377,427,28,8,9,23.51,5,8,161,2654,0,0,0,1,0,0
13,11,3,4,4,5,3,0,3,1953,488,530,20,78,777,6.47,35763,27,703,5,5,10,7.62,1,6,44,2283,0,1,0,0,1,3
18,2,3,0,6,4,3,3,3,2425,10657,425,73,90,846,73.16,6756,101,686,41,0,13,73.23,1,7,75,2880,1,1,1,0,0,0
10,11,4,1,2,4,2,3,4,2611,7389,168,1,26,2152,94.08,17163,84,547,31,4,39,32.16,2,4,979,1775,1,0,0,0,1,1
13,0,0,4,4,5,5,2,0,4725,4175,546,11,9,2453,80.48,36022,134,25,29,10,41,25.56,2,10,906,39,1,0,1,1,1,3
18,5,3,3,5,3,2,4,2,3155,910,372,80,69,147,11.73,36294,7,166,7,2,46,40.4,0,2,836,1790,0,1,0,0,0,0
19,14,0,3,5,3,1,2,0,2432,2309,323,19,93,4056,62.39,28672,189,602,49,7,34,7.59,3,4,286,2605,0,0,0,0,0,3
19,9,3,3,4,0,4,2,4,2931,2559,382,56,44,3953,57.46,11761,491,159,8,9,32,4.31,1,2,319,1542,0,0,1,1,0,1
3,14,0,1,5,4,4,2,0,249,9186,354,1,87,1653,56.56,33297,267,118,4,0,42,17.9,5,5,875,816,1,0,1,1,0,3
13,10,0,4,4,5,4,0,3,375,3743,169,16,69,1138,68.66,20919,184,656,26,5,7,36.41,1,2,893,2037,1,0,0,0,0,3
12,2,3,1,4,5,3,3,2,2569,13615,109,97,80,1470,34.29,29399,472,626,47,4,49,7.31,3,2,788,1293,0,1,1,1,0,0
13,9,0,0,6,5,5,1,0,137,1810,230,11,87,244,87.58,8751,282,441,34,3,14,32.18,4,0,237,976,0,0,1,0,0,2
8,8,0,1,2,2,5,4,1,402,10189,394,4,23,813,14.86,9783,248,572,49,8,3,29.56,2,8,951,1349,0,1,0,1,0,2
1,13,3,2,2,4,5,1,3,1022,12281,177,59,29,683,78.03,2462,197,65,4,9,39,70.38,4,1,204,738,1,0,0,0,0,0
10,10,4,0,5,2,3,0,0,242,5980,498,66,76,3925,82.26,21559,247,190,35,6,42,64.04,3,7,977,2195,0,0,0,0,0,0
19,1,4,3,1,5,3,2,3,1373,1089,492,39,27,889,89.43,42165,57,360,22,2,19,48.98,3,5,236,1355,0,0,0,0,0,3
19,13,0,2,2,1,2,3,2,3814,5124,145,21,54,1316,86.28,12172,198,550,21,1,7,48.91,5,2,589,1327,1,1,0,1,0,3
13,13,2,3,6,3,4,2,3,2575,1518,483,2,27,2113,93.12,30124,133,332,35,5,11,11.19,4,3,657,714,1,0,0,1,1,2
13,3,0,2,2,0,5,0,2,1970,11979,541,37,44,3631,48.6,6595,377,688,24,5,11,27.7,3,2,318,768,0,1,0,0,0,3
19,1,2,2,2,5,0,0,1,545,10362,441,4,28,102,76.76,20070,500,429,34,10,36,6.34,4,5,630,635,0,0,0,0,0,2
8,13,1,3,5,3,1,1,0,654,7336,386,52,97,2706,8.9,41326,252,596,0,8,34,98.27,3,0,336,1562,0,0,0,1,0,0
19,8,2,0,2,2,2,2,4,1621,3407,146,18,79,3436,48.04,20589,122,517,6,10,20,92.34,0,9,669,2024,1,1,1,1,1,3
11,0,4,3,4,4,1,0,2,2421,992,571,94,9,567,64.95,24132,1,464,15,10,44,62.58,1,7,253,2248,0,0,0,0,1,0
13,1,0,1,5,4,2,1,2,3274,14646,366,62,55,508,56.25,11530,28,285,46,1,20,77.37,4,10,816,923,0,0,1,0,0,1
9,11,0,2,5,5,1,1,1,604,692,367,4,11,3308,82.4,30263,254,444,4,4,28,76.74,4,10,992,2667,0,0,0,1,0,2
10,4,0,3,1,4,2,2,2,1956,240,198,3,22,1699,15.34,7607,304,499,21,10,1,81.48,3,9,788,2061,1,0,0,0,0,2
18,1,1,1,1,2,2,3,4,3956,13808,475,7,65,1500,53.34,6829,390,356,36,2,7,75.7,3,8,981,799,0,0,0,0,0,0
19,9,0,2,0,3,5,4,1,888,1133,551,11,30,2802,28.99,24525,401,78,12,6,23,35.44,5,1,504,2310,1,0,1,1,1,2
